ad_id,seller_id,title,description,car_brands,models,body_car_type,transmission,year_of_manufacture,color,mileage,engine,price,is_negotiable,created_at,updated_at,status,image
f40a991e-3748-42cf-a585-17593dd26758,ef30a7cb-5a5f-4b8b-9822-a0283b906522,Dijual Daihatsu Ayla 2022 Manual (Koral) - MPV,"Mobil bekas Daihatsu, Ayla keluaran tahun 2022, warna Koral, tipe bodi MPV, dengan jarak tempuh 27613 km, transmisi Manual, mesin 1.2L 4-Cyl. Harga Rp 462313689.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Ayla,MPV,Manual,2022,Koral,27613,1.2L 4-Cyl,462313689,True,2024-03-20 09:28:51,2024-07-01 21:34:09,Sold,https://www.daihatsu.co.id/uploads/images/model-ayla.jpg
30dec4da-8b12-4a17-a8cd-820812fab808,3146f155-7844-43b4-a05a-9ed09da47d0e,Dijual Toyota Rush 2010 Automatic (Zaitun) - Hatchback,"Mobil bekas Toyota, Rush keluaran tahun 2010, warna Zaitun, tipe bodi Hatchback, dengan jarak tempuh 186219 km, transmisi Automatic, mesin 1.5L 4-Cyl. Harga Rp 466109894.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Rush,Hatchback,Automatic,2010,Zaitun,186219,1.5L 4-Cyl,466109894,False,2024-03-20 18:54:52,2024-01-10 14:26:58,Sold,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Rush.jpg
c878bb2a-c699-4171-bddd-24a85690eae4,787ccd1f-ce49-42c2-97ba-70179f3bca93,Dijual Toyota Yaris 2011 Manual (Biru) - SUV,"Mobil bekas Toyota, Yaris keluaran tahun 2011, warna Biru, tipe bodi SUV, dengan jarak tempuh 183040 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 475777537.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Yaris,SUV,Manual,2011,Biru,183040,1.5L 4-Cyl,475777537,False,2024-07-07 16:26:02,2024-04-27 15:35:23,Expired,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Yaris.jpg
4277110f-5360-4e8b-ba1c-9f6babe48c82,4c7d6bc2-fdd3-4b63-8408-98f6f742f713,Dijual Toyota Fortuner 2011 Manual (Hijau) - MPV,"Mobil bekas Toyota, Fortuner keluaran tahun 2011, warna Hijau, tipe bodi MPV, dengan jarak tempuh 163251 km, transmisi Manual, mesin 2.4L Diesel. Harga Rp 99223473.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Fortuner,MPV,Manual,2011,Hijau,163251,2.4L Diesel,99223473,True,2024-05-14 19:38:28,2024-02-18 20:55:47,Sold,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Fortuner.jpg
999ce8fe-6614-4a4d-9aaf-60d999bed9f5,09936083-8807-4ff7-885a-9177db1afc20,Dijual Toyota Innova 2017 Automatic (Jingga) - Hatchback,"Mobil bekas Toyota, Innova keluaran tahun 2017, warna Jingga, tipe bodi Hatchback, dengan jarak tempuh 108228 km, transmisi Automatic, mesin 2.0L 4-Cyl. Harga Rp 412181366.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Innova,Hatchback,Automatic,2017,Jingga,108228,2.0L 4-Cyl,412181366,False,2024-03-08 00:00:03,2024-01-12 02:47:48,Active,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Innova.jpg
dab02521-0c07-4ca3-8f51-82e697578979,63e556c4-2356-49c9-aa68-e916077995f8,Dijual BMW X1 2023 Manual (Biru muda) - SUV,"Mobil bekas BMW, X1 keluaran tahun 2023, warna Biru muda, tipe bodi SUV, dengan jarak tempuh 29206 km, transmisi Manual, mesin 2.0L 4-Cyl Turbo. Harga Rp 290584550.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",BMW,X1,SUV,Manual,2023,Biru muda,29206,2.0L 4-Cyl Turbo,290584550,False,2024-05-13 15:36:34,2024-06-25 06:02:21,Sold,https://www.bmw.co.id/content/dam/bmw/common/all-models/x-series/x1/2020/BMW-X1-2020.png
76ca88ed-1b54-40fd-ac0d-6047bf48f81c,8460f567-dab6-41eb-9325-93c08eff406b,Dijual Suzuki Jimny 2012 Manual (Merah marun) - Hatchback,"Mobil bekas Suzuki, Jimny keluaran tahun 2012, warna Merah marun, tipe bodi Hatchback, dengan jarak tempuh 205148 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 205778152.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Suzuki,Jimny,Hatchback,Manual,2012,Merah marun,205148,1.5L 4-Cyl,205778152,False,2024-03-17 22:54:38,2024-11-14 01:55:06,Sold,https://www.suzuki.co.id/media/cars/jimny/jimny-exterior.jpg
e38ee63f-15ce-439b-91d3-2229f91029be,cf8cf3e5-c12d-4d77-af29-316448d90571,Dijual Honda Jazz 2023 Manual (Coklat tua) - MPV,"Mobil bekas Honda, Jazz keluaran tahun 2023, warna Coklat tua, tipe bodi MPV, dengan jarak tempuh 4229 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 224735230.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Honda,Jazz,MPV,Manual,2023,Coklat tua,4229,1.5L 4-Cyl,224735230,True,2024-01-22 02:51:34,2024-06-15 06:49:21,Active,https://www.honda-indonesia.com/assets/img/cars/jazz/main/overview-main.jpg
77693f83-52d7-46ff-9aed-1753856e90e4,a7c016a5-2f95-4421-8a39-3760c0ec6807,Dijual Mercedes-Benz C-Class 2023 Manual (Coklat tua) - Sedan,"Mobil bekas Mercedes-Benz, C-Class keluaran tahun 2023, warna Coklat tua, tipe bodi Sedan, dengan jarak tempuh 31641 km, transmisi Manual, mesin 2.0L Turbo. Harga Rp 277555945.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,C-Class,Sedan,Manual,2023,Coklat tua,31641,2.0L Turbo,277555945,True,2024-10-10 15:37:02,2024-05-02 12:46:51,Active,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/c-class/c-class-sedan-hero.png
42085b83-14bc-4f43-ac8c-91dd5e971576,7ea6e7d5-d9c5-4012-b189-6041565d4eca,Dijual Nissan Grand Livina 2015 Manual (Putih) - Hatchback,"Mobil bekas Nissan, Grand Livina keluaran tahun 2015, warna Putih, tipe bodi Hatchback, dengan jarak tempuh 121574 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 242601247.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Nissan,Grand Livina,Hatchback,Manual,2015,Putih,121574,1.5L 4-Cyl,242601247,False,2024-04-11 13:39:14,2024-03-04 21:03:16,Sold,https://example.com/placeholder.jpg
81df13ba-e12d-4316-b46f-7945899a5f4c,3ca114b3-a622-4299-af10-6f9601ab9a82,Dijual Mercedes-Benz C-Class 2014 Manual (Hijau) - Sedan,"Mobil bekas Mercedes-Benz, C-Class keluaran tahun 2014, warna Hijau, tipe bodi Sedan, dengan jarak tempuh 144788 km, transmisi Manual, mesin 2.0L Turbo. Harga Rp 456288651.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,C-Class,Sedan,Manual,2014,Hijau,144788,2.0L Turbo,456288651,True,2024-09-06 15:46:58,2024-05-30 17:48:38,Expired,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/c-class/c-class-sedan-hero.png
7d99e9fc-1dc1-45e8-b56c-33a8e6f6ccbc,1cd78727-21b6-40c4-a416-4531682ff28d,Dijual Honda Brio 2018 Manual (Putih) - SUV,"Mobil bekas Honda, Brio keluaran tahun 2018, warna Putih, tipe bodi SUV, dengan jarak tempuh 119770 km, transmisi Manual, mesin 1.2L 4-Cyl. Harga Rp 214057652.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Honda,Brio,SUV,Manual,2018,Putih,119770,1.2L 4-Cyl,214057652,False,2024-08-27 05:25:47,2024-11-01 05:37:03,Active,https://www.honda-indonesia.com/assets/img/cars/brio/main/overview-main.jpg
dbc3df99-214e-4df2-b80b-e105f464ea90,293c1b3b-1e84-4421-b623-302c7904b2ab,Dijual Toyota Rush 2015 Automatic (Biru muda) - Hatchback,"Mobil bekas Toyota, Rush keluaran tahun 2015, warna Biru muda, tipe bodi Hatchback, dengan jarak tempuh 122296 km, transmisi Automatic, mesin 1.5L 4-Cyl. Harga Rp 409863194.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Rush,Hatchback,Automatic,2015,Biru muda,122296,1.5L 4-Cyl,409863194,False,2024-03-12 05:06:50,2024-02-13 02:43:19,Active,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Rush.jpg
4ebf48a9-b72f-457d-b4d5-f4afbfaf8017,a96cc8f8-3a90-41e0-9fc9-54fe74d2a48f,Dijual BMW X1 2014 Automatic (Hijau) - SUV,"Mobil bekas BMW, X1 keluaran tahun 2014, warna Hijau, tipe bodi SUV, dengan jarak tempuh 109663 km, transmisi Automatic, mesin 2.0L 4-Cyl Turbo. Harga Rp 325186073.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",BMW,X1,SUV,Automatic,2014,Hijau,109663,2.0L 4-Cyl Turbo,325186073,False,2024-10-15 06:44:56,2024-02-15 11:55:08,Active,https://www.bmw.co.id/content/dam/bmw/common/all-models/x-series/x1/2020/BMW-X1-2020.png
99740ff7-bcf5-4ea9-b38b-13fd293d7078,cfda486e-af8e-4e3a-a2cd-36e45343af7d,Dijual Daihatsu Xenia 2021 Automatic (Koral) - MPV,"Mobil bekas Daihatsu, Xenia keluaran tahun 2021, warna Koral, tipe bodi MPV, dengan jarak tempuh 55917 km, transmisi Automatic, mesin 1.3L 4-Cyl. Harga Rp 482955159.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Xenia,MPV,Automatic,2021,Koral,55917,1.3L 4-Cyl,482955159,True,2024-04-05 20:46:48,2024-06-28 09:44:44,Active,https://www.daihatsu.co.id/uploads/images/model-xenia.jpg
0db502fb-0384-4cf0-874b-3cd2edbf7956,a98af439-fdfa-4d8d-87d9-eb8e82dc225f,Dijual Honda Brio 2017 Manual (Biru dongker) - MPV,"Mobil bekas Honda, Brio keluaran tahun 2017, warna Biru dongker, tipe bodi MPV, dengan jarak tempuh 108328 km, transmisi Manual, mesin 1.2L 4-Cyl. Harga Rp 460262467.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Honda,Brio,MPV,Manual,2017,Biru dongker,108328,1.2L 4-Cyl,460262467,False,2024-09-06 07:22:16,2024-10-21 14:33:10,Expired,https://www.honda-indonesia.com/assets/img/cars/brio/main/overview-main.jpg
49316888-eb38-478f-b7ff-7ea05cf4a016,f49f8cdb-05e0-434a-8a70-1be6dbc6c6fe,Dijual Daihatsu Terios 2014 Automatic (Merah bata) - Hatchback,"Mobil bekas Daihatsu, Terios keluaran tahun 2014, warna Merah bata, tipe bodi Hatchback, dengan jarak tempuh 149952 km, transmisi Automatic, mesin 1.5L 4-Cyl. Harga Rp 440647935.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Terios,Hatchback,Automatic,2014,Merah bata,149952,1.5L 4-Cyl,440647935,True,2024-03-10 11:05:21,2024-01-04 14:00:55,Sold,https://www.daihatsu.co.id/uploads/images/model-terios.jpg
5436d17e-51a3-4b59-a774-4d37c8a8b3b5,cfda486e-af8e-4e3a-a2cd-36e45343af7d,Dijual Daihatsu Ayla 2020 Automatic (Nila) - SUV,"Mobil bekas Daihatsu, Ayla keluaran tahun 2020, warna Nila, tipe bodi SUV, dengan jarak tempuh 73328 km, transmisi Automatic, mesin 1.2L 4-Cyl. Harga Rp 266874362.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Ayla,SUV,Automatic,2020,Nila,73328,1.2L 4-Cyl,266874362,True,2024-09-17 08:44:15,2024-03-03 00:47:41,Active,https://www.daihatsu.co.id/uploads/images/model-ayla.jpg
1c698e61-422e-4e9b-a812-13375bdbefd4,540b0749-a851-4a4a-8a89-9dfa8451a6e8,Dijual Mercedes-Benz E-Class 2010 Manual (Hijau muda) - Sedan,"Mobil bekas Mercedes-Benz, E-Class keluaran tahun 2010, warna Hijau muda, tipe bodi Sedan, dengan jarak tempuh 202299 km, transmisi Manual, mesin 2.0L Turbo. Harga Rp 387850110.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,E-Class,Sedan,Manual,2010,Hijau muda,202299,2.0L Turbo,387850110,False,2024-07-17 00:20:00,2024-03-25 04:50:17,Sold,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/e-class/e-class-sedan-hero.png
7fa2f7e6-21eb-4b7c-9bbb-1aaf4b23ee31,41f55481-971b-451f-bf59-2ff50014bc58,Dijual Toyota Yaris 2012 Automatic (Perak) - Hatchback,"Mobil bekas Toyota, Yaris keluaran tahun 2012, warna Perak, tipe bodi Hatchback, dengan jarak tempuh 156293 km, transmisi Automatic, mesin 1.5L 4-Cyl. Harga Rp 133381068.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Yaris,Hatchback,Automatic,2012,Perak,156293,1.5L 4-Cyl,133381068,True,2024-06-19 18:57:34,2024-06-18 18:04:29,Sold,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Yaris.jpg
c9dac6b6-79e1-4498-8a80-aeee7e5eba0c,3ca114b3-a622-4299-af10-6f9601ab9a82,Dijual Suzuki Ertiga 2013 Manual (Zaitun) - Hatchback,"Mobil bekas Suzuki, Ertiga keluaran tahun 2013, warna Zaitun, tipe bodi Hatchback, dengan jarak tempuh 170366 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 122273471.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Suzuki,Ertiga,Hatchback,Manual,2013,Zaitun,170366,1.5L 4-Cyl,122273471,False,2024-07-17 07:28:34,2024-02-01 17:27:52,Sold,https://www.suzuki.co.id/media/cars/ertiga/ertiga-exterior.jpg
481856fa-cba9-4046-b4fd-8e3b42f4025f,ee4fedc7-0036-4d38-968c-885ed8b1abc8,Dijual Daihatsu Xenia 2019 Automatic (Zaitun) - Hatchback,"Mobil bekas Daihatsu, Xenia keluaran tahun 2019, warna Zaitun, tipe bodi Hatchback, dengan jarak tempuh 97224 km, transmisi Automatic, mesin 1.3L 4-Cyl. Harga Rp 441276681.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Xenia,Hatchback,Automatic,2019,Zaitun,97224,1.3L 4-Cyl,441276681,True,2024-05-03 00:27:24,2024-10-25 03:06:27,Sold,https://www.daihatsu.co.id/uploads/images/model-xenia.jpg
e5e53814-f812-4c7a-93e3-cce5f860d73a,ee4fedc7-0036-4d38-968c-885ed8b1abc8,Dijual Mercedes-Benz E-Class 2020 Automatic (Biru) - Sedan,"Mobil bekas Mercedes-Benz, E-Class keluaran tahun 2020, warna Biru, tipe bodi Sedan, dengan jarak tempuh 90078 km, transmisi Automatic, mesin 2.0L Turbo. Harga Rp 200179449.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,E-Class,Sedan,Automatic,2020,Biru,90078,2.0L Turbo,200179449,False,2024-06-26 22:45:45,2024-03-19 12:57:03,Active,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/e-class/e-class-sedan-hero.png
f533fa13-57db-44a1-b417-738ae2f8e1ca,e93da05d-67a2-495f-9d64-a5c15364a449,Dijual Toyota Yaris 2011 Manual (Putih) - Hatchback,"Mobil bekas Toyota, Yaris keluaran tahun 2011, warna Putih, tipe bodi Hatchback, dengan jarak tempuh 166729 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 263885631.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Yaris,Hatchback,Manual,2011,Putih,166729,1.5L 4-Cyl,263885631,True,2024-08-02 11:17:27,2024-11-13 04:01:55,Active,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Yaris.jpg
0fd92b59-f03a-4c99-b11b-b1b54e5384db,8ffe0e13-d3f5-4bc5-81a3-ff5b49bbb6da,Dijual Nissan March 2012 Manual (Hijau tua) - SUV,"Mobil bekas Nissan, March keluaran tahun 2012, warna Hijau tua, tipe bodi SUV, dengan jarak tempuh 153754 km, transmisi Manual, mesin 1.2L 4-Cyl. Harga Rp 436668481.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Nissan,March,SUV,Manual,2012,Hijau tua,153754,1.2L 4-Cyl,436668481,False,2024-04-09 12:55:48,2024-06-27 11:44:19,Sold,https://example.com/placeholder.jpg
3c0b986e-8bbb-48f4-93a8-a78382b2ce27,a7c016a5-2f95-4421-8a39-3760c0ec6807,Dijual BMW X1 2021 Automatic (Biru muda) - Sedan,"Mobil bekas BMW, X1 keluaran tahun 2021, warna Biru muda, tipe bodi Sedan, dengan jarak tempuh 91050 km, transmisi Automatic, mesin 2.0L 4-Cyl Turbo. Harga Rp 164431497.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",BMW,X1,Sedan,Automatic,2021,Biru muda,91050,2.0L 4-Cyl Turbo,164431497,True,2024-03-18 22:04:26,2024-06-28 20:20:33,Sold,https://www.bmw.co.id/content/dam/bmw/common/all-models/x-series/x1/2020/BMW-X1-2020.png
f8098cef-ff02-425c-b2cc-edbcd6300dff,aea8f0d7-68e0-4794-8dea-a09959fc6edd,Dijual Honda Mobilio 2015 Manual (Biru dongker) - MPV,"Mobil bekas Honda, Mobilio keluaran tahun 2015, warna Biru dongker, tipe bodi MPV, dengan jarak tempuh 107290 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 455743299.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Honda,Mobilio,MPV,Manual,2015,Biru dongker,107290,1.5L 4-Cyl,455743299,False,2024-05-18 07:45:10,2024-11-06 11:18:36,Active,https://www.honda-indonesia.com/assets/img/cars/mobilio/main/overview-main.jpg
fc245b54-b965-43da-af22-19828c77e3b3,8ba8b5b3-13f3-4cff-9fc3-d13428acf5d0,Dijual Daihatsu Terios 2020 Manual (Perak) - MPV,"Mobil bekas Daihatsu, Terios keluaran tahun 2020, warna Perak, tipe bodi MPV, dengan jarak tempuh 64642 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 117920668.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Terios,MPV,Manual,2020,Perak,64642,1.5L 4-Cyl,117920668,True,2024-02-25 20:54:17,2024-06-23 03:35:37,Expired,https://www.daihatsu.co.id/uploads/images/model-terios.jpg
fdc19b7d-1885-47ef-838b-94439203889b,df32a47c-1280-41f6-a5aa-534acbffdb09,Dijual Suzuki Ertiga 2011 Automatic (Koral) - MPV,"Mobil bekas Suzuki, Ertiga keluaran tahun 2011, warna Koral, tipe bodi MPV, dengan jarak tempuh 232117 km, transmisi Automatic, mesin 1.5L 4-Cyl. Harga Rp 177594382.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Suzuki,Ertiga,MPV,Automatic,2011,Koral,232117,1.5L 4-Cyl,177594382,True,2024-11-10 16:43:01,2024-10-26 10:41:50,Expired,https://www.suzuki.co.id/media/cars/ertiga/ertiga-exterior.jpg
cb37ddbc-419e-4afb-bd0e-9b7974841b28,acf38b1d-33a6-4fbb-bb43-7fcdb3921ecf,Dijual Toyota Fortuner 2017 Automatic (Hitam) - MPV,"Mobil bekas Toyota, Fortuner keluaran tahun 2017, warna Hitam, tipe bodi MPV, dengan jarak tempuh 107740 km, transmisi Automatic, mesin 2.4L Diesel. Harga Rp 301514884.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Fortuner,MPV,Automatic,2017,Hitam,107740,2.4L Diesel,301514884,True,2024-09-25 15:47:31,2024-10-15 12:54:27,Expired,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Fortuner.jpg
60d7ddff-b69c-4274-ae40-e6c47befb621,4c7d6bc2-fdd3-4b63-8408-98f6f742f713,Dijual Mercedes-Benz E-Class 2014 Manual (Hitam) - Sedan,"Mobil bekas Mercedes-Benz, E-Class keluaran tahun 2014, warna Hitam, tipe bodi Sedan, dengan jarak tempuh 140755 km, transmisi Manual, mesin 2.0L Turbo. Harga Rp 374740627.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,E-Class,Sedan,Manual,2014,Hitam,140755,2.0L Turbo,374740627,False,2024-10-04 01:06:17,2024-10-20 06:19:48,Sold,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/e-class/e-class-sedan-hero.png
397d9fd9-a251-4800-843c-c99a83475f4e,a96cc8f8-3a90-41e0-9fc9-54fe74d2a48f,Dijual Mercedes-Benz C-Class 2014 Manual (Coklat) - Sedan,"Mobil bekas Mercedes-Benz, C-Class keluaran tahun 2014, warna Coklat, tipe bodi Sedan, dengan jarak tempuh 111033 km, transmisi Manual, mesin 1.5L Turbo. Harga Rp 113282858.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,C-Class,Sedan,Manual,2014,Coklat,111033,1.5L Turbo,113282858,False,2024-02-25 02:26:21,2024-03-17 10:23:30,Sold,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/c-class/c-class-sedan-hero.png
b4d0d46d-2c5d-43d7-b17d-3ea9fe23557e,5aa3702f-9e24-4d2d-a8c8-36b4fc27ae43,Dijual Honda CR-V 2017 Automatic (Koral) - Hatchback,"Mobil bekas Honda, CR-V keluaran tahun 2017, warna Koral, tipe bodi Hatchback, dengan jarak tempuh 117933 km, transmisi Automatic, mesin 1.5L Turbo. Harga Rp 415171432.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Honda,CR-V,Hatchback,Automatic,2017,Koral,117933,1.5L Turbo,415171432,False,2024-10-22 00:18:31,2024-06-11 10:16:16,Active,https://www.honda-indonesia.com/assets/img/cars/cr-v/main/overview-main.jpg
031e45ba-baa4-4f1b-b371-e1ead2ab9584,a28233d0-4012-42ce-9643-d0899728f0d9,Dijual Toyota Yaris 2011 Automatic (Hijau) - Hatchback,"Mobil bekas Toyota, Yaris keluaran tahun 2011, warna Hijau, tipe bodi Hatchback, dengan jarak tempuh 175550 km, transmisi Automatic, mesin 1.5L 4-Cyl. Harga Rp 328598171.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",Toyota,Yaris,Hatchback,Automatic,2011,Hijau,175550,1.5L 4-Cyl,328598171,False,2024-10-22 06:59:40,2024-10-26 23:43:01,Active,https://www.toyota.co.id/sites/default/files/styles/large/public/2023-07/Toyota%20Yaris.jpg
fef3b60f-d40f-41e2-8c70-c2e742e328a7,b6ad7752-4308-4801-a1e6-af1304d37491,Dijual Honda Mobilio 2021 Manual (Abu-abu) - Hatchback,"Mobil bekas Honda, Mobilio keluaran tahun 2021, warna Abu-abu, tipe bodi Hatchback, dengan jarak tempuh 67337 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 200855037.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Honda,Mobilio,Hatchback,Manual,2021,Abu-abu,67337,1.5L 4-Cyl,200855037,True,2024-02-24 11:07:11,2024-08-12 11:49:20,Sold,https://www.honda-indonesia.com/assets/img/cars/mobilio/main/overview-main.jpg
fa91de44-349f-4b30-8fed-09e27738d86f,a0e83dc2-c123-405e-9b29-612ec2db73e8,Dijual Mercedes-Benz E-Class 2021 Automatic (Perak) - Sedan,"Mobil bekas Mercedes-Benz, E-Class keluaran tahun 2021, warna Perak, tipe bodi Sedan, dengan jarak tempuh 98262 km, transmisi Automatic, mesin 2.0L Turbo. Harga Rp 142248946.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,E-Class,Sedan,Automatic,2021,Perak,98262,2.0L Turbo,142248946,True,2024-09-01 14:25:50,2024-01-19 04:25:51,Sold,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/e-class/e-class-sedan-hero.png
f999120f-18c5-4ed0-ac38-5d96e1cab2ec,acf38b1d-33a6-4fbb-bb43-7fcdb3921ecf,Dijual BMW 3 Series 2022 Manual (Kuning) - Sedan,"Mobil bekas BMW, 3 Series keluaran tahun 2022, warna Kuning, tipe bodi Sedan, dengan jarak tempuh 30109 km, transmisi Manual, mesin 2.0L 4-Cyl Turbo. Harga Rp 269696878.00. Harga Pas. Hubungi penjual segera untuk informasi lebih lanjut!",BMW,3 Series,Sedan,Manual,2022,Kuning,30109,2.0L 4-Cyl Turbo,269696878,False,2024-05-14 00:18:06,2024-09-13 17:35:15,Sold,https://www.bmw.co.id/content/dam/bmw/common/all-models/3-series/sedan/2020/BMW-3-series-sedan-2020.png
2048d475-54c4-46fe-911f-34738983c88e,d9371b36-3449-4637-8d9f-12931210b145,Dijual Daihatsu Ayla 2015 Manual (Zaitun) - MPV,"Mobil bekas Daihatsu, Ayla keluaran tahun 2015, warna Zaitun, tipe bodi MPV, dengan jarak tempuh 117599 km, transmisi Manual, mesin 1.2L 4-Cyl. Harga Rp 114131312.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Daihatsu,Ayla,MPV,Manual,2015,Zaitun,117599,1.2L 4-Cyl,114131312,True,2024-01-28 12:02:44,2024-04-13 08:35:11,Active,https://www.daihatsu.co.id/uploads/images/model-ayla.jpg
4ad658b2-169b-4d90-997d-4d1c0690fca5,78047c3f-c413-4cdf-a53a-6dcba96c11dd,Dijual Mercedes-Benz C-Class 2022 Manual (Perak) - Sedan,"Mobil bekas Mercedes-Benz, C-Class keluaran tahun 2022, warna Perak, tipe bodi Sedan, dengan jarak tempuh 24359 km, transmisi Manual, mesin 1.5L Turbo. Harga Rp 208689961.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Mercedes-Benz,C-Class,Sedan,Manual,2022,Perak,24359,1.5L Turbo,208689961,True,2024-10-16 20:02:44,2024-01-17 07:44:36,Expired,https://www.mercedes-benz.co.id/content/dam/mb-nafta/us/my2020/c-class/c-class-sedan-hero.png
3b8f0841-d58a-4da7-9dc7-4ca11dc0fd31,8ba8b5b3-13f3-4cff-9fc3-d13428acf5d0,Dijual Suzuki Ertiga 2010 Manual (Coklat tua) - MPV,"Mobil bekas Suzuki, Ertiga keluaran tahun 2010, warna Coklat tua, tipe bodi MPV, dengan jarak tempuh 152552 km, transmisi Manual, mesin 1.5L 4-Cyl. Harga Rp 451941260.00. Harga masih bisa nego. Hubungi penjual segera untuk informasi lebih lanjut!",Suzuki,Ertiga,MPV,Manual,2010,Coklat tua,152552,1.5L 4-Cyl,451941260,True,2024-03-20 06:53:16,2024-09-28 19:09:11,Active,https://www.suzuki.co.id/media/cars/ertiga/ertiga-exterior.jpg
